filename,berv,snr,nan_count,flux_median,wavelength_start,wavelength_end
2901014t.fits,-25.683970388373655,187.26873795797516,940,0.12077240886512905,1280.7473306891193,1321.2484873214687
2664205t.fits,-23.038143180558897,155.8873726357794,935,0.09012918164743094,1280.7488716684113,1321.2493555186525
2401656t.fits,21.308363933309273,120.63973770757974,942,0.13711955046526764,1280.7520325925686,1321.2529888850588
2636904t.fits,-26.139039164140478,188.84946146804563,935,0.15138664348292472,1280.7487667013381,1321.2492439384152
2989859t.fits,23.009584693927135,118.96065738077844,938,0.05655361375599022,1280.7441474066839,1321.2477560242664
2483270t.fits,26.2887412360241,136.5678340113368,940,0.10214851990129686,1280.7481222408105,1321.2490979892398
2871545t.fits,19.73897367997032,176.75081113478808,927,0.11059584884158766,1280.7467128620642,1321.2485106957101
2505066t.fits,-19.65399730061796,173.37919993619172,953,0.1390686860138992,1280.748220688511,1321.2491724611104
3015309t.fits,25.65039609804909,149.41826343400285,928,0.10212539894793848,1280.7443117015318,1321.2477559001863
2869009t.fits,24.843453383945008,140.65734554446644,936,0.08805560502353323,1280.7462397954107,1321.2485408098405
2400360t.fits,22.81385538640141,109.85429064465666,943,0.11512046935534033,1280.7518964462672,1321.2530132162779
2516989t.fits,-26.340838546222596,144.83201593272466,933,0.09410699330412259,1280.7483123032384,1321.2492218852099
2425439t.fits,3.0639087812704293,126.55212014751812,951,0.2212537429559445,1280.7527831579227,1321.2536982728295
2871846t.fits,19.091884183061122,154.31318619307189,935,0.08783741925065748,1280.7467474983011,1321.2485436548495
2624696t.fits,-14.168673812899428,88.63130398305995,935,0.04270219450848368,1280.748717321947,1321.2492261500336
2733202t.fits,26.448324422841935,155.986910881252,924,0.10425427130682281,1280.748872353652,1321.2492762181096
2624395t.fits,-13.03412995498486,139.71985686751995,928,0.08579118693227236,1280.7487243432688,1321.2492180338656
2637582t.fits,-26.20391627464158,176.02913418358892,924,0.13009856427779454,1280.7489322210808,1321.2492291656558
2990604t.fits,24.056238224870434,196.8513029613139,932,0.14610057112601949,1280.7441156898506,1321.2477084469162
3018603t.fits,22.13588215525573,184.73454765919948,934,0.15978418978810327,1280.7442750667487,1321.2481181903693
3024802t.fits,0.4663085897274765,146.99115395927475,937,0.1029345190768246,1280.7442342595923,1321.2480810743123
2446214t.fits,-25.859441529676552,121.46088092056546,935,0.09338085929246152,1280.7526477982572,1321.253913048409
